Date,Dish Name,Quantity Sold,Price per Dish (INR),Total Sales (INR),Ingredients,Feedback
26/01/2021,SANDWICH,,20,,"Bread, Cheese, Vegetables",
26/01/2021,Pani Puri,99.0,10,990.0,"Flour, Water, Spices",Average
2021-01-26,Biryani,,120,,"Rice, Meat, Spices",
01-26-2021,Chole Bhature,12.0,50,600.0,"Chickpeas, Flour, Spices",
01-26-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2021-01-26,Samosa,46.0,15,690.0,"Potato, Peas, Spices",Very tasty
2021-01-26,Lassi,,30,,"Yogurt, Sugar, Water",Not good
01-26-2021,Chaat,65.0,30,1950.0,"Pani, Sev, Spices",Too spicy
26/01/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
2021-01-26,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
2021-01-26,Chole Bhture,73.0,55,4015.0,"Chickpeas, Flour, Spices",Very tasty
01-26-2021,Pav Bhaji,20.0,45,900.0,"Potatoes, Vegetables, Bread",Too spicy
27/01/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",
01-27-2021,Vada Pav,,25,,"Potato, Bread, Spices",Not good
2021-01-27,Sandwich,8.0,20,160.0,"Bread, Cheese, Vegetables",
27/01/2021,Pani Puri,,10,,"Flour, Water, Spices",
2021-01-27,Biryani,81.0,120,9720.0,"Rice, Meat, Spices",
2021-01-27,Chole Bhature,15.0,50,750.0,"Chickpeas, Flour, Spices",Average
2021-01-27,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-01-27,Samosa,,15,,"Potato, Peas, Spices",Not good
2021-01-27,Lassi,91.0,30,2730.0,"Yogurt, Sugar, Water",Very tasty
01-27-2021,CHAAT,24.0,30,720.0,"Pani, Sev, Spices",Not good
2021-01-27,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
2021-01-27,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
27/01/2021,Chole Bhture,43.0,55,2365.0,"Chickpeas, Flour, Spices",Not good
01-27-2021,Pav Bhaji,77.0,45,3465.0,"Potatoes, Vegetables, Bread",Not good
01-28-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
01-28-2021,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
28/01/2021,Sandwich,35.0,20,700.0,"Bread, Cheese, Vegetables",Average
2021-01-28,pani puri,,10,,"Flour, Water, Spices",Very tasty
2021-01-28,Biryani,94.0,120,11280.0,"Rice, Meat, Spices",Average
01-28-2021,Chole Bhature,90.0,50,4500.0,"Chickpeas, Flour, Spices",Average
2021-01-28,Pav Bhaji,86.0,45,3870.0,"Potatoes, Vegetables, Bread",
28/01/2021,Samosa,47.0,15,705.0,"Potato, Peas, Spices",Too spicy
2021-01-28,Lassi,,30,,"Yogurt, Sugar, Water",Average
2021-01-28,Chaat,67.0,30,2010.0,"Pani, Sev, Spices",Very tasty
01-28-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
2021-01-28,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
28/01/2021,Chole Bhture,69.0,55,3795.0,"Chickpeas, Flour, Spices",Very tasty
2021-01-28,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2021-01-29,Masala Dosa,,40,,"Rice, Lentils, Spices",
01-29-2021,Vada Pav,,25,,"Potato, Bread, Spices",
01-29-2021,Sandwich,23.0,20,460.0,"Bread, Cheese, Vegetables",Too spicy
29/01/2021,Pani Puri,,10,,"Flour, Water, Spices",
01-29-2021,Biryani,74.0,120,8880.0,"Rice, Meat, Spices",Average
29/01/2021,Chole Bhature,15.0,50,750.0,"Chickpeas, Flour, Spices",Too spicy
2021-01-29,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2021-01-29,Samosa,,15,,"Potato, Peas, Spices",Not good
29/01/2021,LASSI,,30,,"Yogurt, Sugar, Water",
29/01/2021,CHAAT,,30,,"Pani, Sev, Spices",Average
2021-01-29,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
29/01/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
2021-01-29,Chole Bhture,16.0,55,880.0,"Chickpeas, Flour, Spices",
29/01/2021,pav bhaji,88.0,45,3960.0,"Potatoes, Vegetables, Bread",Very tasty
01-30-2021,Masala Dosa,49.0,40,1960.0,"Rice, Lentils, Spices",Average
2021-01-30,Vada Pav,24.0,25,600.0,"Potato, Bread, Spices",Too spicy
30/01/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
30/01/2021,Pani Puri,25.0,10,250.0,"Flour, Water, Spices",Very tasty
30/01/2021,Biryani,27.0,120,3240.0,"Rice, Meat, Spices",Average
01-30-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
01-30-2021,Pav Bhaji,80.0,45,3600.0,"Potatoes, Vegetables, Bread",Too spicy
01-30-2021,Samosa,30.0,15,450.0,"Potato, Peas, Spices",Very tasty
2021-01-30,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
2021-01-30,Chaat,,30,,"Pani, Sev, Spices",Too spicy
2021-01-30,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
2021-01-30,Vadd Pav,96.0,22,2112.0,"Potato, Bread, Spices",
2021-01-30,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
01-30-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2021-01-31,Masala Dosa,79.0,40,3160.0,"Rice, Lentils, Spices",Average
01-31-2021,Vada Pav,71.0,25,1775.0,"Potato, Bread, Spices",Average
2021-01-31,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
2021-01-31,Pani Puri,44.0,10,440.0,"Flour, Water, Spices",Not good
01-31-2021,Biryani,,120,,"Rice, Meat, Spices",
31/01/2021,chole bhature,22.0,50,1100.0,"Chickpeas, Flour, Spices",Not good
2021-01-31,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-01-31,Samosa,37.0,15,555.0,"Potato, Peas, Spices",Very tasty
31/01/2021,Lassi,40.0,30,1200.0,"Yogurt, Sugar, Water",
2021-01-31,chaat,58.0,30,1740.0,"Pani, Sev, Spices",
01-31-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
01-31-2021,Vadd Pav,47.0,22,1034.0,"Potato, Bread, Spices",
31/01/2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
01-31-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
02-01-2021,Masala Dosa,8.0,40,320.0,"Rice, Lentils, Spices",Not good
2021-02-01,Vada Pav,13.0,25,325.0,"Potato, Bread, Spices",
2021-02-01,Sandwich,77.0,20,1540.0,"Bread, Cheese, Vegetables",Average
2021-02-01,Pani Puri,,10,,"Flour, Water, Spices",
01/02/2021,Biryani,84.0,120,10080.0,"Rice, Meat, Spices",Very tasty
2021-02-01,Chole Bhature,16.0,50,800.0,"Chickpeas, Flour, Spices",Not good
01/02/2021,Pav Bhaji,49.0,45,2205.0,"Potatoes, Vegetables, Bread",Not good
2021-02-01,Samosa,43.0,15,645.0,"Potato, Peas, Spices",
01/02/2021,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2021-02-01,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2021-02-01,Maaasala Dosa,15.0,35,525.0,"Rice, Lentils, Spices",
01/02/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Average
02-01-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
2021-02-01,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
02-02-2021,Masala Dosa,23.0,40,920.0,"Rice, Lentils, Spices",
02-02-2021,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
2021-02-02,Sandwich,53.0,20,1060.0,"Bread, Cheese, Vegetables",Not good
2021-02-02,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
2021-02-02,Biryani,32.0,120,3840.0,"Rice, Meat, Spices",Not good
2021-02-02,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
2021-02-02,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
02-02-2021,Samosa,9.0,15,135.0,"Potato, Peas, Spices",Not good
02-02-2021,Lassi,80.0,30,2400.0,"Yogurt, Sugar, Water",Too spicy
02/02/2021,Chaat,,30,,"Pani, Sev, Spices",Not good
02-02-2021,maaasala dosa,,35,,"Rice, Lentils, Spices",Too spicy
02/02/2021,Vadd Pav,74.0,22,1628.0,"Potato, Bread, Spices",Average
02-02-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
02-02-2021,Pav Bhaji,56.0,45,2520.0,"Potatoes, Vegetables, Bread",Not good
2021-02-03,Masala Dosa,81.0,40,3240.0,"Rice, Lentils, Spices",
02-03-2021,Vada Pav,,25,,"Potato, Bread, Spices",Average
2021-02-03,Sandwich,,20,,"Bread, Cheese, Vegetables",
2021-02-03,Pani Puri,21.0,10,210.0,"Flour, Water, Spices",Average
2021-02-03,Biryani,,120,,"Rice, Meat, Spices",Very tasty
03/02/2021,Chole Bhature,41.0,50,2050.0,"Chickpeas, Flour, Spices",Not good
2021-02-03,Pav Bhaji,62.0,45,2790.0,"Potatoes, Vegetables, Bread",Very tasty
03/02/2021,Samosa,,15,,"Potato, Peas, Spices",Very tasty
02-03-2021,Lassi,17.0,30,510.0,"Yogurt, Sugar, Water",Very tasty
02-03-2021,Chaat,27.0,30,810.0,"Pani, Sev, Spices",Average
2021-02-03,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
2021-02-03,Vadd Pav,,22,,"Potato, Bread, Spices",Average
02-03-2021,Chole Bhture,22.0,55,1210.0,"Chickpeas, Flour, Spices",Too spicy
02-03-2021,Pav Bhaji,82.0,45,3690.0,"Potatoes, Vegetables, Bread",
2021-02-04,Masala Dosa,78.0,40,3120.0,"Rice, Lentils, Spices",Very tasty
2021-02-04,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
2021-02-04,Sandwich,69.0,20,1380.0,"Bread, Cheese, Vegetables",Average
2021-02-04,Pani Puri,,10,,"Flour, Water, Spices",Not good
2021-02-04,BIRYANI,84.0,120,10080.0,"Rice, Meat, Spices",
04/02/2021,chole bhature,,50,,"Chickpeas, Flour, Spices",Average
02-04-2021,Pav Bhaji,5.0,45,225.0,"Potatoes, Vegetables, Bread",Very tasty
02-04-2021,Samosa,72.0,15,1080.0,"Potato, Peas, Spices",Average
2021-02-04,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
02-04-2021,Chaat,99.0,30,2970.0,"Pani, Sev, Spices",
04/02/2021,Maaasala Dosa,46.0,35,1610.0,"Rice, Lentils, Spices",
2021-02-04,Vadd Pav,,22,,"Potato, Bread, Spices",Average
2021-02-04,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
02-04-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
05/02/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
2021-02-05,Vada Pav,26.0,25,650.0,"Potato, Bread, Spices",Too spicy
02-05-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
05/02/2021,Pani Puri,11.0,10,110.0,"Flour, Water, Spices",Not good
02-05-2021,Biryani,86.0,120,10320.0,"Rice, Meat, Spices",Too spicy
02-05-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
05/02/2021,PAV BHAJI,90.0,45,4050.0,"Potatoes, Vegetables, Bread",Very tasty
02-05-2021,Samosa,99.0,15,1485.0,"Potato, Peas, Spices",Too spicy
02-05-2021,Lassi,,30,,"Yogurt, Sugar, Water",Not good
02-05-2021,Chaat,58.0,30,1740.0,"Pani, Sev, Spices",
02-05-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
05/02/2021,Vadd Pav,100.0,22,2200.0,"Potato, Bread, Spices",Average
05/02/2021,Chole Bhture,16.0,55,880.0,"Chickpeas, Flour, Spices",
05/02/2021,Pav Bhaji,90.0,45,4050.0,"Potatoes, Vegetables, Bread",Too spicy
06/02/2021,masala dosa,87.0,40,3480.0,"Rice, Lentils, Spices",Very tasty
2021-02-06,Vada Pav,,25,,"Potato, Bread, Spices",
2021-02-06,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
02-06-2021,Pani Puri,49.0,10,490.0,"Flour, Water, Spices",Very tasty
06/02/2021,Biryani,38.0,120,4560.0,"Rice, Meat, Spices",
02-06-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
06/02/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
02-06-2021,Samosa,87.0,15,1305.0,"Potato, Peas, Spices",Not good
06/02/2021,Lassi,19.0,30,570.0,"Yogurt, Sugar, Water",Too spicy
02-06-2021,Chaat,27.0,30,810.0,"Pani, Sev, Spices",Not good
02-06-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
02-06-2021,Vadd Pav,,22,,"Potato, Bread, Spices",
02-06-2021,Chole Bhture,39.0,55,2145.0,"Chickpeas, Flour, Spices",Very tasty
02-06-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
07/02/2021,Masala Dosa,30.0,40,1200.0,"Rice, Lentils, Spices",Not good
02-07-2021,Vada Pav,,25,,"Potato, Bread, Spices",Not good
07/02/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",
07/02/2021,Pani Puri,31.0,10,310.0,"Flour, Water, Spices",Very tasty
07/02/2021,Biryani,,120,,"Rice, Meat, Spices",Average
02-07-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
02-07-2021,Pav Bhaji,92.0,45,4140.0,"Potatoes, Vegetables, Bread",Too spicy
02-07-2021,Samosa,80.0,15,1200.0,"Potato, Peas, Spices",Average
2021-02-07,Lassi,53.0,30,1590.0,"Yogurt, Sugar, Water",Not good
2021-02-07,Chaat,75.0,30,2250.0,"Pani, Sev, Spices",Not good
2021-02-07,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
2021-02-07,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
2021-02-07,Chole Bhture,31.0,55,1705.0,"Chickpeas, Flour, Spices",
07/02/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
08/02/2021,Masala Dosa,26.0,40,1040.0,"Rice, Lentils, Spices",Too spicy
2021-02-08,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
2021-02-08,Sandwich,,20,,"Bread, Cheese, Vegetables",
08/02/2021,Pani Puri,42.0,10,420.0,"Flour, Water, Spices",Very tasty
2021-02-08,Biryani,96.0,120,11520.0,"Rice, Meat, Spices",Very tasty
08/02/2021,chole bhature,86.0,50,4300.0,"Chickpeas, Flour, Spices",Very tasty
08/02/2021,Pav Bhaji,40.0,45,1800.0,"Potatoes, Vegetables, Bread",
08/02/2021,Samosa,,15,,"Potato, Peas, Spices",Too spicy
02-08-2021,Lassi,,30,,"Yogurt, Sugar, Water",Not good
02-08-2021,Chaat,90.0,30,2700.0,"Pani, Sev, Spices",Too spicy
08/02/2021,Maaasala Dosa,43.0,35,1505.0,"Rice, Lentils, Spices",Too spicy
02-08-2021,Vadd Pav,69.0,22,1518.0,"Potato, Bread, Spices",Very tasty
2021-02-08,Chole Bhture,11.0,55,605.0,"Chickpeas, Flour, Spices",
2021-02-08,Pav Bhaji,12.0,45,540.0,"Potatoes, Vegetables, Bread",Too spicy
02-09-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
2021-02-09,VADA PAV,,25,,"Potato, Bread, Spices",Too spicy
2021-02-09,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
09/02/2021,Pani Puri,,10,,"Flour, Water, Spices",Average
2021-02-09,Biryani,,120,,"Rice, Meat, Spices",Too spicy
02-09-2021,chole bhature,,50,,"Chickpeas, Flour, Spices",Average
09/02/2021,Pav Bhaji,89.0,45,4005.0,"Potatoes, Vegetables, Bread",Too spicy
02-09-2021,Samosa,95.0,15,1425.0,"Potato, Peas, Spices",Average
02-09-2021,LASSI,,30,,"Yogurt, Sugar, Water",Average
02-09-2021,Chaat,,30,,"Pani, Sev, Spices",Too spicy
02-09-2021,maaasala dosa,8.0,35,280.0,"Rice, Lentils, Spices",Average
02-09-2021,Vadd Pav,20.0,22,440.0,"Potato, Bread, Spices",
09/02/2021,Chole Bhture,43.0,55,2365.0,"Chickpeas, Flour, Spices",Too spicy
2021-02-09,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2021-02-10,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
02-10-2021,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
02-10-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
10/02/2021,Pani Puri,64.0,10,640.0,"Flour, Water, Spices",Too spicy
02-10-2021,Biryani,,120,,"Rice, Meat, Spices",
10/02/2021,chole bhature,87.0,50,4350.0,"Chickpeas, Flour, Spices",Average
10/02/2021,Pav Bhaji,90.0,45,4050.0,"Potatoes, Vegetables, Bread",Too spicy
02-10-2021,Samosa,94.0,15,1410.0,"Potato, Peas, Spices",Not good
02-10-2021,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
2021-02-10,Chaat,39.0,30,1170.0,"Pani, Sev, Spices",Too spicy
2021-02-10,Maaasala Dosa,54.0,35,1890.0,"Rice, Lentils, Spices",
02-10-2021,vadd pav,29.0,22,638.0,"Potato, Bread, Spices",Not good
02-10-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
10/02/2021,PAV BHAJI,62.0,45,2790.0,"Potatoes, Vegetables, Bread",Very tasty
02-11-2021,Masala Dosa,44.0,40,1760.0,"Rice, Lentils, Spices",Not good
2021-02-11,Vada Pav,,25,,"Potato, Bread, Spices",Average
2021-02-11,Sandwich,,20,,"Bread, Cheese, Vegetables",
11/02/2021,Pani Puri,,10,,"Flour, Water, Spices",Average
2021-02-11,BIRYANI,,120,,"Rice, Meat, Spices",
11/02/2021,Chole Bhature,11.0,50,550.0,"Chickpeas, Flour, Spices",
11/02/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-02-11,Samosa,,15,,"Potato, Peas, Spices",Not good
02-11-2021,Lassi,47.0,30,1410.0,"Yogurt, Sugar, Water",
02-11-2021,Chaat,,30,,"Pani, Sev, Spices",Too spicy
02-11-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
11/02/2021,Vadd Pav,,22,,"Potato, Bread, Spices",
02-11-2021,CHOLE BHTURE,7.0,55,385.0,"Chickpeas, Flour, Spices",Very tasty
2021-02-11,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
12/02/2021,Masala Dosa,87.0,40,3480.0,"Rice, Lentils, Spices",Too spicy
2021-02-12,Vada Pav,,25,,"Potato, Bread, Spices",
2021-02-12,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
02-12-2021,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
12/02/2021,Biryani,,120,,"Rice, Meat, Spices",Not good
2021-02-12,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
02-12-2021,Pav Bhaji,100.0,45,4500.0,"Potatoes, Vegetables, Bread",Very tasty
02-12-2021,Samosa,80.0,15,1200.0,"Potato, Peas, Spices",Average
02-12-2021,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
2021-02-12,Chaat,12.0,30,360.0,"Pani, Sev, Spices",Average
12/02/2021,Maaasala Dosa,6.0,35,210.0,"Rice, Lentils, Spices",Too spicy
2021-02-12,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
02-12-2021,Chole Bhture,78.0,55,4290.0,"Chickpeas, Flour, Spices",Very tasty
12/02/2021,pav bhaji,72.0,45,3240.0,"Potatoes, Vegetables, Bread",Not good
13/02/2021,Masala Dosa,28.0,40,1120.0,"Rice, Lentils, Spices",Very tasty
02-13-2021,Vada Pav,25.0,25,625.0,"Potato, Bread, Spices",Very tasty
2021-02-13,SANDWICH,,20,,"Bread, Cheese, Vegetables",Too spicy
2021-02-13,Pani Puri,12.0,10,120.0,"Flour, Water, Spices",Too spicy
02-13-2021,biryani,,120,,"Rice, Meat, Spices",Too spicy
02-13-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
13/02/2021,Pav Bhaji,18.0,45,810.0,"Potatoes, Vegetables, Bread",Average
02-13-2021,SAMOSA,,15,,"Potato, Peas, Spices",
2021-02-13,Lassi,,30,,"Yogurt, Sugar, Water",Not good
13/02/2021,Chaat,,30,,"Pani, Sev, Spices",Not good
13/02/2021,Maaasala Dosa,96.0,35,3360.0,"Rice, Lentils, Spices",Very tasty
2021-02-13,Vadd Pav,18.0,22,396.0,"Potato, Bread, Spices",Not good
2021-02-13,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
13/02/2021,Pav Bhaji,21.0,45,945.0,"Potatoes, Vegetables, Bread",Average
14/02/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
14/02/2021,vada pav,9.0,25,225.0,"Potato, Bread, Spices",Too spicy
14/02/2021,SANDWICH,39.0,20,780.0,"Bread, Cheese, Vegetables",Too spicy
02-14-2021,Pani Puri,,10,,"Flour, Water, Spices",
2021-02-14,Biryani,,120,,"Rice, Meat, Spices",Very tasty
02-14-2021,Chole Bhature,42.0,50,2100.0,"Chickpeas, Flour, Spices",Not good
02-14-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
14/02/2021,Samosa,98.0,15,1470.0,"Potato, Peas, Spices",Not good
2021-02-14,Lassi,73.0,30,2190.0,"Yogurt, Sugar, Water",Average
14/02/2021,Chaat,,30,,"Pani, Sev, Spices",Average
02-14-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
14/02/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
14/02/2021,Chole Bhture,41.0,55,2255.0,"Chickpeas, Flour, Spices",Average
14/02/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
02-15-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
15/02/2021,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
2021-02-15,Sandwich,61.0,20,1220.0,"Bread, Cheese, Vegetables",Very tasty
15/02/2021,Pani Puri,55.0,10,550.0,"Flour, Water, Spices",
02-15-2021,Biryani,98.0,120,11760.0,"Rice, Meat, Spices",Too spicy
15/02/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
15/02/2021,Pav Bhaji,10.0,45,450.0,"Potatoes, Vegetables, Bread",Not good
02-15-2021,Samosa,,15,,"Potato, Peas, Spices",Average
15/02/2021,Lassi,,30,,"Yogurt, Sugar, Water",Average
02-15-2021,Chaat,38.0,30,1140.0,"Pani, Sev, Spices",Average
02-15-2021,Maaasala Dosa,40.0,35,1400.0,"Rice, Lentils, Spices",Too spicy
2021-02-15,Vadd Pav,37.0,22,814.0,"Potato, Bread, Spices",Very tasty
02-15-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
2021-02-15,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
16/02/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2021-02-16,Vada Pav,59.0,25,1475.0,"Potato, Bread, Spices",Not good
02-16-2021,Sandwich,60.0,20,1200.0,"Bread, Cheese, Vegetables",Average
02-16-2021,Pani Puri,,10,,"Flour, Water, Spices",Not good
2021-02-16,Biryani,71.0,120,8520.0,"Rice, Meat, Spices",
16/02/2021,CHOLE BHATURE,7.0,50,350.0,"Chickpeas, Flour, Spices",Too spicy
2021-02-16,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
16/02/2021,Samosa,,15,,"Potato, Peas, Spices",Not good
16/02/2021,Lassi,92.0,30,2760.0,"Yogurt, Sugar, Water",Too spicy
16/02/2021,Chaat,,30,,"Pani, Sev, Spices",Not good
2021-02-16,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
16/02/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
16/02/2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
02-16-2021,Pav Bhaji,33.0,45,1485.0,"Potatoes, Vegetables, Bread",Very tasty
2021-02-17,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
17/02/2021,Vada Pav,29.0,25,725.0,"Potato, Bread, Spices",Very tasty
17/02/2021,Sandwich,15.0,20,300.0,"Bread, Cheese, Vegetables",Too spicy
17/02/2021,Pani Puri,8.0,10,80.0,"Flour, Water, Spices",Average
2021-02-17,Biryani,86.0,120,10320.0,"Rice, Meat, Spices",
2021-02-17,Chole Bhature,47.0,50,2350.0,"Chickpeas, Flour, Spices",Not good
02-17-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
17/02/2021,Samosa,13.0,15,195.0,"Potato, Peas, Spices",
2021-02-17,Lassi,,30,,"Yogurt, Sugar, Water",Not good
02-17-2021,Chaat,,30,,"Pani, Sev, Spices",Too spicy
17/02/2021,MAAASALA DOSA,,35,,"Rice, Lentils, Spices",Very tasty
02-17-2021,Vadd Pav,24.0,22,528.0,"Potato, Bread, Spices",Average
2021-02-17,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
2021-02-17,Pav Bhaji,37.0,45,1665.0,"Potatoes, Vegetables, Bread",
18/02/2021,Masala Dosa,95.0,40,3800.0,"Rice, Lentils, Spices",Not good
2021-02-18,Vada Pav,93.0,25,2325.0,"Potato, Bread, Spices",Very tasty
2021-02-18,Sandwich,40.0,20,800.0,"Bread, Cheese, Vegetables",Very tasty
02-18-2021,Pani Puri,16.0,10,160.0,"Flour, Water, Spices",Very tasty
2021-02-18,Biryani,,120,,"Rice, Meat, Spices",Very tasty
18/02/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
2021-02-18,PAV BHAJI,,45,,"Potatoes, Vegetables, Bread",Not good
18/02/2021,Samosa,18.0,15,270.0,"Potato, Peas, Spices",Very tasty
2021-02-18,Lassi,70.0,30,2100.0,"Yogurt, Sugar, Water",Very tasty
02-18-2021,Chaat,16.0,30,480.0,"Pani, Sev, Spices",Average
18/02/2021,Maaasala Dosa,79.0,35,2765.0,"Rice, Lentils, Spices",Too spicy
02-18-2021,Vadd Pav,,22,,"Potato, Bread, Spices",
18/02/2021,Chole Bhture,60.0,55,3300.0,"Chickpeas, Flour, Spices",Average
2021-02-18,pav bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-02-19,Masala Dosa,,40,,"Rice, Lentils, Spices",
2021-02-19,Vada Pav,26.0,25,650.0,"Potato, Bread, Spices",Too spicy
19/02/2021,Sandwich,24.0,20,480.0,"Bread, Cheese, Vegetables",Too spicy
02-19-2021,Pani Puri,,10,,"Flour, Water, Spices",Average
2021-02-19,Biryani,27.0,120,3240.0,"Rice, Meat, Spices",Very tasty
19/02/2021,Chole Bhature,84.0,50,4200.0,"Chickpeas, Flour, Spices",Average
02-19-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
02-19-2021,Samosa,8.0,15,120.0,"Potato, Peas, Spices",Not good
2021-02-19,Lassi,,30,,"Yogurt, Sugar, Water",Average
02-19-2021,Chaat,,30,,"Pani, Sev, Spices",Average
19/02/2021,Maaasala Dosa,9.0,35,315.0,"Rice, Lentils, Spices",Too spicy
02-19-2021,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
19/02/2021,CHOLE BHTURE,,55,,"Chickpeas, Flour, Spices",Too spicy
19/02/2021,Pav Bhaji,18.0,45,810.0,"Potatoes, Vegetables, Bread",Too spicy
